Sale Date,ticketsSold,cash,check,creditCard,misc,total,weekday,avgTkt,7D_avg,14D_avg,30D_avg,60D_avg,90D_avg,7D_tot,14D_tot,30D_tot,60D_tot,90D_tot
2018-05-04,20,145.0,0,1092.0,180.0,1417.0,Friday,70.85,1018.8571428571429,964.9642857142857,993.175,,,7132.0,13509.5,29795.25,,
2018-05-05,22,364.0,0,1445.0,0.0,1809.0,Saturday,82.23,1083.0,1015.6071428571429,1010.975,,,7581.0,14218.5,30329.25,,
2018-05-06,23,450.0,0,470.0,520.0,1440.0,Sunday,62.61,1131.5714285714287,1040.9642857142858,1022.6083333333333,923.1941666666667,,7921.0,14573.5,30678.25,55391.65,
2018-05-07,10,205.0,0,285.0,35.0,525.0,Monday,52.5,1121.5714285714287,1028.4642857142858,994.975,931.1941666666667,,7851.0,14398.5,29849.25,55871.65,
2018-05-08,21,335.99,0,550.0,36.51,922.5,Tuesday,43.93,1159.5,1042.2142857142858,997.5583333333333,935.5191666666667,,8116.5,14591.0,29926.75,56131.15,
2018-05-09,20,360.0,0,695.0,45.0,1100.0,Wednesday,55.0,1114.0714285714287,1034.1785714285713,1006.4083333333333,952.9358333333333,,7798.5,14478.5,30192.25,57176.15,
2018-05-10,16,105.0,0,681.0,85.0,871.0,Thursday,54.44,1154.9285714285713,1036.392857142857,1002.4083333333333,964.4191666666667,,8084.5,14509.5,30072.25,57865.15,
2018-05-11,24,415.0,0,884.0,235.0,1534.0,Friday,63.92,1171.642857142857,1095.25,1032.875,989.0691666666667,,8201.5,15333.5,30986.25,59344.15,
2018-05-12,20,510.0,0,1175.0,180.0,1865.0,Saturday,93.25,1179.642857142857,1131.3214285714287,1058.0166666666667,1005.4525,,8257.5,15838.5,31740.5,60327.15,
2018-05-13,25,235.0,0,937.0,265.0,1437.0,Sunday,57.48,1179.2142857142858,1155.392857142857,1069.5833333333333,1011.1025000000001,,8254.5,16175.5,32087.5,60666.15,
2018-05-14,12,130.0,0,437.0,70.0,637.0,Monday,53.08,1195.2142857142858,1158.392857142857,1054.7666666666667,1002.9691666666666,,8366.5,16217.5,31643.0,60178.15,
2018-05-15,15,110.0,0,607.0,108.0,825.0,Tuesday,55.0,1181.2857142857142,1170.392857142857,1064.9333333333334,1003.6125,,8269.0,16385.5,31948.0,60216.75,
2018-05-16,16,95.0,0,690.0,400.0,1185.0,Wednesday,74.06,1193.4285714285713,1153.75,1070.6666666666667,1010.5291666666667,,8354.0,16152.5,32120.0,60631.75,
2018-05-17,12,125.0,0,80.0,420.0,625.0,Thursday,52.08,1158.2857142857142,1156.607142857143,1057.3333333333333,1001.8625,,8108.0,16192.5,31720.0,60111.75,
2018-05-18,20,270.0,0,557.5,310.0,1137.5,Friday,56.88,1101.642857142857,1136.642857142857,1069.0833333333333,1010.5708333333333,,7711.5,15913.0,32072.5,60634.25,
2018-05-19,15,354.5,0,528.0,170.0,1052.5,Saturday,70.17,985.5714285714286,1082.607142857143,1062.8333333333333,1015.9875,,6899.0,15156.5,31885.0,60959.25,
2018-05-20,11,55.0,0,245.0,185.0,485.0,Sunday,44.09,849.5714285714286,1014.3928571428571,1032.0,1012.6125,,5947.0,14201.5,30960.0,60756.75,
2018-05-21,12,116.0,0,505.0,179.99,800.99,Monday,66.75,872.9985714285714,1034.1064285714285,1022.033,999.2956666666666,,6110.99,14477.49,30660.99,59957.74,
2018-05-22,9,95.0,0,200.0,140.0,435.0,Tuesday,48.33,817.2842857142857,999.285,1000.3663333333334,990.2956666666666,,5720.99,13989.99,30010.99,59417.74,
2018-05-23,23,330.0,0,891.0,60.0,1281.0,Wednesday,55.7,830.9985714285714,1012.2135714285714,1019.7330000000001,994.8623333333333,,5816.99,14170.99,30591.99,59691.74,
2018-05-24,16,95.0,0,1080.0,232.5,1407.5,Thursday,87.97,942.7842857142857,1050.535,1042.3163333333334,1001.8539999999999,,6599.49,14707.49,31269.49,60111.24,
2018-05-25,17,280.0,0,280.0,269.96,829.96,Friday,48.82,898.85,1000.2464285714286,1029.565,1003.9783333333332,,6291.95,14003.45,30886.95,60238.7,
2018-05-26,25,272.0,0,692.0,155.0,1119.0,Saturday,44.76,908.35,946.9607142857143,1038.865,1007.4616666666666,,6358.45,13257.45,31165.95,60447.7,
2018-05-27,20,335.0,0,751.0,0.0,1086.0,Sunday,54.3,994.2071428571428,921.8892857142857,1051.3983333333333,1007.8116666666666,,6959.45,12906.45,31541.95,60468.7,
2018-05-28,21,245.28,0,700.0,463.72,1409.0,Monday,67.1,1081.0657142857144,977.032142857143,1053.0316666666665,1019.045,,7567.460000000001,13678.45,31590.949999999997,61142.7,
2018-05-29,20,425.0,0,685.0,600.0,1710.0,Tuesday,85.5,1263.2085714285715,1040.2464285714286,1073.365,1023.6116666666666,,8842.460000000001,14563.45,32200.949999999997,61416.7,
2018-05-30,16,98.0,0,443.0,206.0,747.0,Wednesday,46.69,1186.9228571428573,1008.9607142857143,1078.4316666666666,1022.0616666666666,,8308.460000000001,14125.45,32352.949999999997,61323.7,
2018-05-31,20,345.0,0,640.0,120.0,1105.0,Thursday,55.25,1143.7085714285715,1043.2464285714286,1093.365,1026.77,,8005.960000000001,14605.45,32800.95,61606.2,
2018-06-01,15,397.0,0,417.0,130.0,944.0,Friday,62.93,1160.0000000000002,1029.425,1077.5649999999998,1029.9199999999998,,8120.000000000001,14411.95,32326.949999999997,61795.2,
2018-06-02,24,535.0,0,750.0,330.0,1615.0,Saturday,67.29,1230.857142857143,1069.6035714285715,1111.8983333333333,1038.5033333333333,,8616.0,14974.45,33356.95,62310.2,
2018-06-03,11,190.0,0,0.0,230.0,420.0,Sunday,38.18,1135.7142857142858,1064.9607142857144,1078.665,1035.9199999999998,,7950.0,14909.45,32359.949999999997,62155.2,
2018-06-04,19,330.0,0,450.0,15.0,795.0,Monday,41.84,1048.0,1064.5328571428572,1044.865,1027.9199999999998,,7336.0,14903.460000000001,31345.949999999997,61675.2,
2018-06-05,18,265.0,0,440.0,395.0,1100.0,Tuesday,61.11,960.8571428571429,1112.0328571428572,1033.5316666666665,1028.07,959.9733333333334,6726.0,15568.460000000001,31005.949999999997,61684.2,86397.6
2018-06-06,11,75.0,0,294.5,95.0,464.5,Wednesday,42.23,920.5,1053.7114285714285,1031.5149999999999,1013.245,964.6344444444445,6443.5,14751.960000000001,30945.449999999997,60794.7,86817.1
2018-06-07,16,355.0,0,110.0,340.0,805.0,Thursday,50.31,877.6428571428571,1010.6757142857143,1027.5983333333331,1012.5783333333333,966.2122222222223,6143.5,14149.460000000001,30827.949999999997,60754.7,86959.1
2018-06-08,19,60.0,0,348.5,442.0,850.5,Friday,44.76,864.2857142857143,1012.1428571428571,1019.2816666666665,1012.8449999999999,975.0511111111111,6050.0,14170.0,30578.449999999997,60770.7,87754.6
2018-06-09,22,90.0,0,1117.4,425.0,1632.4,Saturday,74.2,866.7714285714285,1048.8142857142857,1044.6616666666666,1023.535,991.1666666666666,6067.4,14683.4,31339.85,61412.1,89205.0
2018-06-10,14,287.0,0,0.0,504.0,791.0,Sunday,56.5,919.7714285714285,1027.742857142857,1019.895,1026.385,999.3444444444444,6438.4,14388.4,30596.85,61583.1,89941.0
2018-06-11,17,280.0,0,35.0,564.6,879.6,Monday,51.74,931.8571428571429,989.9285714285714,987.0483333333333,1022.5324999999999,999.3177777777778,6523.0,13859.0,29611.449999999997,61351.95,89938.6
2018-06-12,12,190.0,0,0.0,405.5,595.5,Tuesday,49.62,859.7857142857143,910.3214285714286,958.9983333333332,1014.2908333333332,993.7344444444445,6018.5,12744.5,28769.949999999997,60857.45,89436.1
2018-06-13,10,85.0,0,0.0,395.0,480.0,Wednesday,48.0,862.0,891.25,953.7649999999999,1004.2658333333333,986.5677777777778,6034.0,12477.5,28612.949999999997,60255.95,88791.1
2018-06-14,19,155.0,0,20.0,1100.5,1275.5,Thursday,67.13,929.2142857142857,903.4285714285714,968.7816666666665,1016.8575,992.0022222222224,6504.5,12648.0,29063.449999999997,61011.45,89280.20000000001
2018-06-15,7,130.0,0,0.0,175.0,305.0,Friday,43.57,851.2857142857143,857.7857142857143,939.4483333333333,1005.0575,986.8355555555556,5959.0,12009.0,28183.449999999997,60303.45,88815.20000000001
2018-06-16,21,320.0,0,0.0,1105.0,1425.0,Saturday,67.86,821.657142857143,844.2142857142857,966.1149999999999,1011.7241666666666,989.9466666666668,5751.6,11819.0,28983.449999999997,60703.45,89095.20000000001
2018-06-17,27,290.5,0,0.0,1500.0,1790.5,Sunday,66.31,964.4428571428572,942.1071428571429,987.8816666666665,1028.4824999999998,1003.007777777778,6751.1,13189.5,29636.449999999997,61708.95,90270.70000000001
2018-06-18,18,200.0,0,0.0,1164.0,1364.0,Monday,75.78,1033.642857142857,982.75,998.2649999999999,1030.5491666666667,1010.0800000000002,7235.5,13758.5,29947.949999999997,61832.95,90907.20000000001
2018-06-19,12,0.0,0,0.0,655.0,655.0,Tuesday,54.58,1042.142857142857,950.9642857142857,1003.9316666666666,1017.9658333333333,1009.7188888888891,7295.0,13313.5,30117.949999999997,61077.95,90874.70000000001
2018-06-20,12,165.0,0,0.0,825.0,990.0,Wednesday,82.5,1115.0,988.5,1010.2319999999999,1016.1324999999999,1002.9411111111112,7805.0,13839.0,30306.959999999995,60967.95,90264.70000000001
2018-06-21,16,255.0,0,65.0,775.5,1095.5,Thursday,68.47,1089.2857142857142,1009.25,1032.2486666666666,1016.3075,1004.2800000000001,7625.0,14129.5,30967.459999999995,60978.45,90385.20000000001
2018-06-22,19,238.1,0,0.0,824.9,1063.0,Friday,55.95,1197.5714285714287,1024.4285714285713,1024.9819999999997,1022.3575,1004.9022222222223,8383.0,14342.0,30749.459999999995,61341.45,90441.20000000001
2018-06-23,18,290.0,0,0.0,1560.0,1850.0,Saturday,102.78,1258.2857142857142,1039.9714285714285,1039.7319999999997,1041.0241666666666,1014.4800000000001,8808.0,14559.6,31191.959999999995,62461.45,91303.20000000001
2018-06-24,16,265.0,0,170.0,555.0,990.0,Sunday,61.88,1143.9285714285713,1054.1857142857143,1045.0666666666666,1037.3158333333333,1017.6744444444446,8007.5,14758.6,31351.999999999996,62238.95,91590.70000000001
2018-06-25,16,275.0,0,0.0,545.5,820.5,Monday,51.28,1066.2857142857142,1049.9642857142858,1035.1166666666666,1036.9908333333333,1016.6800000000002,7464.0,14699.5,31053.499999999996,62219.45,91501.20000000001
2018-06-26,12,300.0,0,0.0,404.0,704.0,Tuesday,58.67,1073.2857142857142,1057.7142857142858,1022.3833333333332,1036.8908333333334,1012.668888888889,7513.0,14808.0,30671.499999999996,62213.45,91140.20000000001
2018-06-27,18,190.0,0,165.0,977.0,1332.0,Wednesday,74.0,1122.142857142857,1118.5714285714287,1019.8166666666665,1036.4241666666667,1019.3022222222223,7855.0,15660.0,30594.499999999996,62185.45,91737.20000000001
2018-06-28,14,160.0,0,0.0,440.5,600.5,Thursday,42.89,1051.4285714285713,1070.357142857143,982.8333333333333,1028.0991666666666,1010.018888888889,7360.0,14985.0,29484.999999999996,61685.95,90901.70000000001
2018-06-29,11,70.0,0,0.0,427.0,497.0,Friday,45.18,970.5714285714286,1084.0714285714287,974.4999999999999,1026.4658333333332,1006.2077777777779,6794.0,15177.0,29234.999999999996,61587.95,90558.70000000001
2018-06-30,20,320.0,0,0.0,921.0,1241.0,Saturday,62.05,883.5714285714286,1070.9285714285713,979.0333333333332,1036.1991666666665,1010.8577777777779,6185.0,14993.0,29370.999999999996,62171.95,90977.20000000001
2018-07-01,15,215.0,0,0.0,815.0,1030.0,Sunday,68.67,889.2857142857143,1016.6071428571429,981.8999999999999,1029.7324999999998,1013.9133333333334,6225.0,14232.5,29456.999999999996,61783.95,91252.20000000001
2018-07-02,12,170.0,0,0.0,445.5,615.5,Monday,51.29,860.0,963.1428571428571,948.5833333333333,1030.2408333333333,1008.5300000000001,6020.0,13484.0,28457.499999999996,61814.45,90767.70000000001
2018-07-03,11,150.0,0,0.0,447.5,597.5,Tuesday,54.32,844.7857142857143,959.0357142857143,954.4999999999999,1016.5825,1008.7800000000001,5913.5,13426.5,28634.999999999996,60994.95,90790.20000000001
2018-07-04,13,255.0,0,0.0,548.0,803.0,Wednesday,61.77,769.2142857142857,945.6785714285714,954.7666666666665,999.8158333333333,1003.5355555555557,5384.5,13239.5,28642.999999999996,59988.95,90318.20000000001
2018-07-05,12,305.0,0,40.0,335.0,680.0,Thursday,56.67,780.5714285714286,916.0,940.7666666666665,987.1491666666666,998.9688888888891,5464.0,12824.0,28222.999999999996,59228.95,89907.20000000001
2018-07-06,17,571.0,0,0.0,330.0,901.0,Friday,53.0,838.2857142857143,904.4285714285714,955.3166666666665,993.4158333333332,993.9355555555557,5868.0,12662.0,28659.499999999996,59604.95,89454.20000000001
2018-07-07,20,305.0,0,0.0,801.5,1106.5,Saturday,55.32,819.0714285714286,851.3214285714286,965.3666666666666,996.4825,996.8411111111112,5733.5,11918.5,28960.999999999996,59788.95,89715.70000000001
2018-07-08,13,185.0,0,0.0,488.5,673.5,Sunday,51.81,768.1428571428571,828.7142857142857,959.4666666666666,989.3741666666666,995.0522222222223,5377.0,11602.0,28783.999999999996,59362.45,89554.70000000001
2018-07-09,20,185.0,0,0.0,1060.0,1245.0,Monday,62.25,858.0714285714286,859.0357142857143,946.5533333333332,995.6075,997.8744444444445,6006.5,12026.5,28396.599999999995,59736.45,89808.70000000001
2018-07-10,30,205.0,0,0.0,641.5,846.5,Tuesday,28.22,893.6428571428571,869.2142857142857,948.4033333333332,984.1491666666666,1000.3911111111113,6255.5,12169.0,28452.099999999995,59048.95,90035.20000000001
2018-07-11,14,271.0,0,0.0,558.0,829.0,Wednesday,59.21,897.3571428571429,833.2857142857143,946.7166666666666,966.8824999999999,997.2605555555557,6281.5,11666.0,28401.499999999996,58012.95,89753.45000000001
2018-07-12,18,270.0,0,0.0,697.0,967.0,Thursday,53.72,938.3571428571429,859.4642857142857,959.0999999999999,959.0491666666666,995.893888888889,6568.5,12032.5,28772.999999999996,57542.95,89630.45000000001
2018-07-13,16,60.0,0,0.0,1000.0,1060.0,Friday,66.25,961.0714285714286,899.6785714285714,978.4333333333332,966.0991666666666,995.6550000000001,6727.5,12595.5,29352.999999999996,57965.95,89608.95000000001
2018-07-14,14,339.0,0,0.0,641.0,980.0,Saturday,70.0,943.0,881.0357142857143,968.5833333333333,968.6825,1000.7661111111113,6601.0,12334.5,29057.499999999996,58120.95,90068.95000000001
2018-07-15,19,292.0,0,0.0,772.0,1064.0,Sunday,56.0,998.7857142857143,883.4642857142857,993.8833333333332,966.6658333333332,1001.3327777777779,6991.5,12368.5,29816.499999999996,57999.95,90119.95000000001
2018-07-16,16,190.0,0,0.0,578.0,768.0,Monday,48.0,930.6428571428571,894.3571428571429,971.9833333333332,969.0491666666666,998.4772222222224,6514.5,12521.0,29159.499999999996,58142.95,89862.95000000001
2018-07-17,11,475.0,0,0.0,268.0,743.0,Tuesday,67.55,915.8571428571429,904.75,937.0666666666665,962.4741666666666,998.0105555555557,6411.0,12666.5,28111.999999999996,57748.45,89820.95000000001
2018-07-18,27,415.0,0,0.0,1300.0,1715.0,Wednesday,63.52,1042.4285714285713,969.8928571428571,948.7666666666665,973.5158333333333,1003.2883333333334,7297.0,13578.5,28462.999999999996,58410.95,90295.95000000001
2018-07-19,16,200.0,0,0.0,751.0,951.0,Thursday,59.44,1040.142857142857,989.25,958.6333333333332,981.2824999999999,998.1883333333335,7281.0,13849.5,28758.999999999996,58876.95,89836.95000000001
2018-07-20,13,170.0,0,0.0,723.35,893.35,Friday,68.72,1016.3357142857143,988.7035714285714,955.4116666666665,982.8218333333333,995.8922222222225,7114.35,13841.85,28662.349999999995,58969.31,89630.30000000002
2018-07-21,17,380.0,0,0.0,615.0,995.0,Saturday,58.53,1018.4785714285715,980.7392857142858,952.0616666666665,992.1551666666667,994.8922222222225,7129.35,13730.35,28561.849999999995,59529.31,89540.30000000002
2018-07-22,14,326.0,0,0.0,476.0,802.0,Sunday,57.29,981.0500000000001,989.9178571428572,943.3616666666665,984.1718333333333,996.0255555555558,6867.35,13858.85,28300.849999999995,59050.31,89642.30000000002
2018-07-23,15,173.0,0,0.0,723.0,896.0,Monday,59.73,999.3357142857143,964.9892857142858,911.5616666666665,975.6468333333333,997.8700000000002,6995.35,13509.85,27346.849999999995,58538.81,89808.30000000002
2018-07-24,13,197.5,0,0.0,514.0,711.5,Tuesday,54.73,994.8357142857143,955.3464285714286,902.2783333333332,973.6725,992.3033333333335,6963.85,13374.85,27068.349999999995,58420.35,89307.30000000002
2018-07-25,17,200.0,0,0.0,670.0,870.0,Wednesday,51.18,874.1214285714286,958.275,903.9283333333332,969.5224999999999,992.6366666666669,6118.85,13415.85,27117.849999999995,58171.35,89337.30000000002
2018-07-26,16,460.0,0,0.0,460.0,920.0,Thursday,57.5,869.6928571428572,954.9178571428572,911.1283333333332,966.7558333333333,994.9700000000001,6087.85,13368.85,27333.849999999995,58005.35,89547.30000000002
2018-07-27,21,320.0,0,0.0,872.5,1192.5,Friday,56.79,912.4285714285714,964.3821428571429,906.4783333333331,963.1474999999999,993.108888888889,6387.0,13501.35,27194.349999999995,57788.85,89379.80000000002
2018-07-28,22,20.0,0,60.0,1187.5,1267.5,Saturday,57.61,951.3571428571429,984.9178571428572,928.7116666666665,955.7724999999999,994.9700000000001,6659.5,13788.85,27861.349999999995,57346.35,89547.30000000002
2018-07-29,18,150.0,0,0.0,1002.0,1152.0,Sunday,64.0,1001.3571428571429,991.2035714285714,950.5449999999998,962.5224999999999,1001.1588888888891,7009.5,13876.85,28516.349999999995,57751.35,90104.30000000002
2018-07-30,9,116.0,0,0.0,290.0,406.0,Monday,45.11,931.3571428571429,965.3464285714286,922.7116666666665,950.8725,998.3700000000002,6519.5,13514.85,27681.349999999995,57052.35,89853.30000000002
2018-07-31,17,120.0,0,0.0,702.0,822.0,Tuesday,48.35,947.1428571428571,970.9892857142858,915.7783333333332,948.8391666666666,991.747777777778,6630.0,13593.85,27473.349999999995,56930.35,89257.30000000002
2018-08-01,16,300.0,0,0.0,945.0,1245.0,Wednesday,77.81,1000.7142857142857,937.4178571428572,936.7616666666665,942.6725,999.0811111111113,7005.0,13123.85,28102.849999999995,56560.35,89917.30000000002
2018-08-02,10,60.0,0,0.0,473.5,533.5,Thursday,53.35,945.5,907.5964285714286,934.6283333333332,944.5641666666667,989.2644444444446,6618.5,12706.35,28038.849999999995,56673.85,89033.80000000002
2018-08-03,14,142.5,0,0.0,460.0,602.5,Friday,43.04,861.2142857142857,886.8214285714286,927.9449999999998,941.3558333333333,975.858888888889,6028.5,12415.5,27838.349999999995,56481.35,87827.30000000002
2018-08-04,18,312.0,0,0.0,921.66,1233.66,Saturday,68.54,856.38,903.8685714285714,946.4003333333332,943.5835000000001,973.5662222222225,5994.66,12654.16,28392.009999999995,56615.01,87620.96000000002
2018-08-05,19,223.0,0,0.0,982.0,1205.0,Sunday,63.42,863.9514285714286,932.6542857142857,956.5336666666665,955.9251666666667,981.121777777778,6047.66,13057.16,28696.009999999995,57355.51,88300.96000000002
2018-08-06,14,190.0,0,0.0,565.0,755.0,Monday,53.93,913.8085714285714,922.5828571428572,944.8169999999998,955.0918333333334,979.2606666666669,6396.66,12916.16,28344.509999999995,57305.51,88133.46000000002
2018-08-07,9,220.0,0,0.0,305.0,525.0,Tuesday,58.33,871.38,909.2614285714286,939.8669999999998,949.6668333333333,972.871777777778,6099.66,12729.66,28196.009999999995,56980.01,87558.46000000002
2018-08-08,11,260.0,0,0.0,392.5,652.5,Wednesday,59.32,786.7371428571429,893.7257142857143,920.1169999999998,933.3351666666666,970.4440000000002,5507.16,12512.16,27603.509999999995,56000.11,87339.96000000002
2018-08-09,15,570.0,0,0.0,390.0,960.0,Thursday,64.0,847.6657142857142,896.5828571428572,923.9003333333332,936.1518333333333,964.0662222222225,5933.66,12552.16,27717.009999999995,56169.11,86765.96000000002
2018-08-10,20,90.0,0,0.0,1384.0,1474.0,Friday,73.7,972.1657142857142,916.6899999999999,945.4003333333332,946.0585,959.721777777778,6805.16,12833.66,28362.009999999995,56763.51,86374.96000000002
2018-08-11,22,305.0,0,0.0,901.5,1206.5,Saturday,54.84,968.2857142857143,912.3328571428572,953.3836666666665,956.2418333333334,957.1606666666669,6778.0,12772.66,28601.509999999995,57374.51,86144.46000000002
2018-08-12,14,250.0,0,0.0,675.5,925.5,Sunday,66.11,928.3571428571429,896.1542857142857,948.9003333333332,963.6668333333333,960.3662222222224,6498.5,12546.16,28467.009999999995,57820.01,86432.96000000002
2018-08-13,15,263.07,0,0.0,800.43,1063.5,Monday,70.9,972.4285714285714,943.1185714285714,951.6836666666665,960.1335,963.0162222222225,6807.0,13203.66,28550.509999999995,57608.01,86671.46000000002
2018-08-14,18,98.0,0,0.0,925.5,1023.5,Tuesday,56.86,1043.642857142857,957.5114285714286,950.3336666666665,972.1085,961.221777777778,7305.5,13405.16,28510.009999999995,58326.51,86509.96000000002
2018-08-15,16,199.0,0,0.0,1049.7,1248.7,Wednesday,78.04,1128.814285714286,957.7757142857143,966.3569999999999,969.1701666666667,968.151777777778,7901.700000000001,13408.86,28990.709999999995,58150.21,87133.66000000002
2018-08-16,22,220.0,0,0.0,680.5,900.5,Thursday,40.93,1120.314285714286,983.99,971.6069999999999,954.3368333333333,965.5184444444446,7842.200000000001,13775.86,29148.209999999995,57260.21,86896.66000000002
2018-08-17,20,360.0,0,0.0,932.0,1292.0,Friday,64.6,1094.314285714286,1033.24,957.5069999999998,953.1368333333334,968.1795555555558,7660.200000000001,14465.36,28725.209999999995,57188.21,87136.16000000002
2018-08-18,19,483.0,0,0.0,1786.0,2269.0,Saturday,119.42,1246.1000000000001,1107.1928571428573,1001.4403333333332,980.0368333333333,988.001777777778,8722.7,15500.7,30043.209999999995,58802.21,88920.16000000002
2018-08-19,17,490.0,0,0.0,965.0,1455.0,Sunday,85.59,1321.7428571428572,1125.05,1020.1619999999999,987.7868333333333,995.2685555555557,9252.2,15750.7,30604.859999999997,59267.21,89574.17000000001
2018-08-20,18,340.0,0,50.0,790.0,1180.0,Monday,65.56,1338.3857142857144,1155.4071428571428,1026.3286666666665,989.1951666666666,1003.5463333333335,9368.7,16175.7,30789.859999999997,59351.71,90319.17000000001
2018-08-21,17,290.0,0,0.0,636.5,926.5,Tuesday,54.5,1324.5285714285715,1184.0857142857144,1030.4786666666666,986.9201666666667,999.6074444444446,9271.7,16577.2,30914.359999999997,59215.21,89964.67000000001
2018-08-22,11,55.0,0,85.0,285.0,425.0,Wednesday,38.64,1206.857142857143,1167.8357142857144,1014.7786666666666,963.1701666666667,988.690777777778,8448.0,16349.7,30443.359999999997,57790.21,88982.17000000001
2018-08-23,11,150.0,0,0.0,500.0,650.0,Thursday,59.09,1171.0714285714287,1145.6928571428573,1012.7286666666665,957.5035,986.6912222222223,8197.5,16039.7,30381.859999999997,57450.21,88802.21
2018-08-24,14,115.0,0,0.0,691.9,806.9,Friday,57.64,1101.7714285714285,1098.0428571428572,1010.6253333333333,957.2768333333333,983.2234444444445,7712.4,15372.600000000002,30318.76,57436.61,88490.11
2018-08-25,26,347.0,0,95.0,779.0,1221.0,Saturday,46.96,952.0571428571428,1099.0785714285716,1020.6586666666666,965.8935,984.7234444444445,6664.4,15387.100000000002,30619.76,57953.61,88625.11
2018-08-26,12,55.0,0,0.0,787.5,842.5,Sunday,70.21,864.5571428571428,1093.15,1008.992,957.7351666666667,978.429,6051.9,15304.100000000002,30269.76,57464.11,88058.61
2018-08-27,14,420.0,0,0.0,372.5,792.5,Monday,56.61,809.1999999999999,1073.7928571428572,993.1586666666666,960.9351666666666,968.2345555555555,5664.4,15033.100000000002,29794.76,57656.11,87141.11
2018-08-28,24,485.0,0,0.0,1125.0,1610.0,Tuesday,67.08,906.842857142857,1115.6857142857145,1008.4253333333332,979.4851666666667,977.8234444444445,6347.9,15619.600000000002,30252.76,58769.11,88004.11
2018-08-29,17,200.0,0,0.0,573.75,773.75,Wednesday,45.51,956.6642857142857,1081.7607142857144,1020.6836666666666,971.6976666666667,974.1428888888889,6696.65,15144.650000000001,30620.51,58301.86,87672.86
2018-08-30,10,57.5,0,0.0,425.0,482.5,Thursday,48.25,932.7357142857143,1051.9035714285715,1009.367,962.5726666666667,969.0151111111111,6529.15,14726.650000000001,30281.01,57754.36,87211.36
2018-08-31,20,220.0,0,0.0,1011.5,1231.5,Friday,61.58,993.3928571428571,1047.582142857143,1008.9169999999999,972.8393333333333,964.754,6953.75,14666.150000000001,30267.51,58370.36,86827.86
2018-09-01,20,251.0,0,0.0,1106.0,1357.0,Saturday,67.85,1012.8214285714286,982.4392857142858,1036.367,985.4976666666666,975.1651111111112,7089.75,13754.150000000001,31091.01,59129.86,87764.86
2018-09-02,13,40.0,0,0.0,840.01,880.01,Sunday,67.69,1018.1800000000001,941.3685714285715,1045.6173333333331,986.7811666666668,976.1096666666666,7127.26,13179.160000000002,31368.519999999997,59206.87,87849.87
2018-09-03,15,110.0,0,0.0,725.0,835.0,Monday,55.67,1024.2514285714285,916.7257142857144,1032.3286666666665,989.3645,973.1652222222222,7169.76,12834.160000000002,30969.859999999997,59361.87,87584.87
2018-09-04,14,258.5,0,40.0,720.0,1018.5,Tuesday,72.75,939.7514285714286,923.297142857143,1026.1119999999999,991.3228333333334,979.3207777777777,6578.26,12926.160000000002,30783.359999999997,59479.37,88138.87
2018-09-05,12,331.5,0,0.0,341.0,672.5,Wednesday,56.04,925.2871428571428,940.9757142857144,1023.3619999999999,984.0895,977.8485555555555,6477.01,13173.660000000002,30700.859999999997,59045.37,88006.37
2018-09-06,14,350.0,0,0.0,315.0,665.0,Thursday,47.5,951.3585714285715,942.047142857143,1028.0286666666666,983.9478333333334,975.7874444444444,6659.51,13188.660000000002,30840.859999999997,59036.87,87820.87
2018-09-07,18,75.0,0,0.0,948.5,1023.5,Friday,56.86,921.6442857142857,957.5185714285716,1040.3953333333332,980.2561666666667,969.021888888889,6451.51,13405.260000000002,31211.859999999997,58815.37,87211.97
2018-09-08,19,203.0,0,92.82,767.5,1063.32,Saturday,55.96,879.6899999999999,946.2557142857144,1043.8393333333331,983.8698333333334,972.0476666666667,6157.83,13247.580000000002,31315.179999999997,59032.19,87484.29000000001
2018-09-09,15,355.0,0,0.0,802.0,1157.0,Sunday,77.13,919.26,968.7200000000001,1033.2726666666665,989.3365,975.1298888888889,6434.82,13562.080000000002,30998.179999999997,59360.19,87761.69
2018-09-10,16,325.0,0,0.0,812.0,1137.0,Monday,71.06,962.4028571428571,993.327142857143,1030.956,992.1698333333334,981.1465555555556,6736.82,13906.580000000002,30928.679999999997,59530.19,88303.19
2018-09-11,16,159.25,0,0.0,505.75,665.0,Tuesday,41.56,911.9028571428571,925.827142857143,1022.2726666666665,985.5865,983.2021111111111,6383.32,12961.580000000002,30668.179999999997,59135.19,88488.19
2018-09-12,9,70.0,0,0.0,440.0,510.0,Wednesday,56.67,888.6885714285714,906.9878571428573,1003.8226666666666,977.7531666666667,974.6965555555556,6220.82,12697.830000000002,30114.679999999997,58665.19,87722.69
2018-09-13,18,155.0,0,0.0,639.5,794.5,Thursday,44.14,907.1885714285714,929.2735714285716,996.1893333333333,973.2615000000001,980.1354444444445,6350.32,13009.830000000002,29885.679999999997,58395.69,88212.19
2018-09-14,15,180.0,0,135.0,468.5,783.5,Friday,52.23,872.9028571428571,897.2735714285716,980.6826666666665,973.5198333333334,973.0076666666666,6110.32,12561.830000000002,29420.479999999996,58411.19,87570.69
2018-09-15,17,213.0,0,0.0,1008.5,1221.5,Saturday,71.85,895.5,887.5950000000001,991.3826666666665,981.4948333333334,966.6854444444444,6268.5,12426.330000000002,29741.479999999996,58889.69,87001.69
